defect_id,unit_id,batch_id,checkpoint_id,defect_type,severity,root_cause,reported_date
DEF-00751,UNIT-05025,BATCH-2026-00345,6,Port instability,High,Process variation,2026-02-19
DEF-00752,UNIT-35467,BATCH-2026-02479,2,Camera focus failed,High,Equipment calibration drift,2026-09-06
DEF-00753,UNIT-43001,BATCH-2026-03014,2,Lens scratch,High,Handling damage,2026-02-23
DEF-00754,UNIT-45605,BATCH-2026-03196,7,Fan failure,High,Packaging error,2026-06-15
DEF-00755,UNIT-06514,BATCH-2025-00450,8,Packaging damage,Medium,Supplier quality issue,2026-01-01
DEF-00756,UNIT-49922,BATCH-2025-03491,6,Port instability,High,Process variation,2025-03-14
DEF-00757,UNIT-40288,BATCH-2026-02821,5,Color calibration issue,Critical,Equipment calibration drift,2026-03-26
DEF-00758,UNIT-41449,BATCH-2025-02903,8,Ingress issue,Low,Process variation,2025-03-15
DEF-00759,UNIT-48358,BATCH-2026-03384,7,Fan failure,Medium,Equipment calibration drift,2026-09-19
DEF-00760,UNIT-28875,BATCH-2025-02019,8,Final assembly defect,Medium,Equipment calibration drift,2025-10-29
DEF-00761,UNIT-21503,BATCH-2026-01504,1,Power fluctuation,Medium,Investigation pending,2026-06-07
DEF-00762,UNIT-45875,BATCH-2026-03215,7,Fan failure,Medium,Equipment calibration drift,2026-02-02
DEF-00763,UNIT-05432,BATCH-2026-00373,5,Screen artifact,Medium,Investigation pending,2026-08-30
DEF-00764,UNIT-48566,BATCH-2025-03397,6,Signal interference,Low,Supplier quality issue,2025-08-18
DEF-00765,UNIT-04430,BATCH-2026-00305,2,Lens scratch,Critical,Material defect,2026-04-12
DEF-00766,UNIT-39330,BATCH-2025-02753,2,Sensor calibration drift,Medium,Supplier quality issue,2025-04-05
DEF-00767,UNIT-10105,BATCH-2026-00703,4,Charging instability,Low,Handling damage,2026-04-06
DEF-00768,UNIT-45021,BATCH-2026-03154,6,Port instability,Medium,Handling damage,2026-09-10
DEF-00769,UNIT-22177,BATCH-2025-01551,6,Connectivity drop,Medium,Material defect,2025-05-18
DEF-00770,UNIT-22619,BATCH-2026-01583,2,Camera focus failed,Low,Environmental exposure,2026-01-30
DEF-00771,UNIT-44584,BATCH-2026-03122,6,Port instability,Low,Equipment calibration drift,2026-02-26
DEF-00772,UNIT-06243,BATCH-2024-00431,5,Color calibration issue,Low,Environmental exposure,2024-10-15
DEF-00773,UNIT-45790,BATCH-2025-03209,8,Final assembly defect,Medium,Handling damage,2025-11-30
DEF-00774,UNIT-19666,BATCH-2026-01375,7,Fan failure,Medium,Supplier quality issue,2026-03-27
DEF-00775,UNIT-06216,BATCH-2025-00428,6,Connectivity drop,Low,Environmental exposure,2025-06-16
DEF-00776,UNIT-25463,BATCH-2025-01779,2,Camera focus failed,Low,Handling damage,2026-01-16
DEF-00777,UNIT-20093,BATCH-2025-01405,7,Thermal runaway risk,Medium,Material defect,2025-05-27
DEF-00778,UNIT-20099,BATCH-2025-01405,7,Overheating,Low,Equipment calibration drift,2025-05-26
DEF-00779,UNIT-29035,BATCH-2026-02031,4,Charging instability,High,Environmental exposure,2026-05-10
DEF-00780,UNIT-18485,BATCH-2026-01293,1,Connector misalignment,Medium,Process variation,2026-10-06
DEF-00781,UNIT-11294,BATCH-2025-00787,6,Connectivity drop,High,Handling damage,2025-08-04
DEF-00782,UNIT-30156,BATCH-2025-02111,7,Thermal runaway risk,Medium,Environmental exposure,2025-02-09
DEF-00783,UNIT-18804,BATCH-2025-01315,1,Short circuit,High,Investigation pending,2025-04-02
DEF-00784,UNIT-24296,BATCH-2025-01700,3,Speaker distortion,High,Environmental exposure,2025-02-02
DEF-00785,UNIT-40589,BATCH-2025-02842,2,Camera focus failed,Medium,Environmental exposure,2025-04-26
DEF-00786,UNIT-15914,BATCH-2026-01113,3,Speaker distortion,Critical,Process variation,2026-08-14
DEF-00787,UNIT-14625,BATCH-2025-01023,6,Signal interference,Low,Supplier quality issue,2025-08-08
DEF-00788,UNIT-21558,BATCH-2025-01508,3,Audio clipping,Medium,Packaging error,2025-10-06
DEF-00789,UNIT-26711,BATCH-2026-01866,1,Connector misalignment,High,Investigation pending,2026-07-24
DEF-00790,UNIT-29525,BATCH-2025-02067,6,Port instability,High,Process variation,2025-11-13
DEF-00791,UNIT-09420,BATCH-2026-00653,8,Ingress issue,Low,Environmental exposure,2026-10-07
DEF-00792,UNIT-32148,BATCH-2025-02248,2,Lens scratch,Critical,Material defect,2025-03-06
DEF-00793,UNIT-24376,BATCH-2025-01706,4,Charging instability,Medium,Handling damage,2025-11-13
DEF-00794,UNIT-39211,BATCH-2026-02744,1,Short circuit,High,Material defect,2026-03-22
DEF-00795,UNIT-17719,BATCH-2025-01239,7,Thermal runaway risk,Medium,Material defect,2025-01-22
DEF-00796,UNIT-13794,BATCH-2025-00966,1,Power fluctuation,Medium,Material defect,2025-10-30
DEF-00797,UNIT-44452,BATCH-2025-03114,6,Signal interference,Low,Packaging error,2025-12-25
DEF-00798,UNIT-32047,BATCH-2025-02240,2,Camera focus failed,Medium,Handling damage,2025-12-24
DEF-00799,UNIT-13816,BATCH-2026-00968,8,Ingress issue,Critical,Supplier quality issue,2026-07-25
DEF-00800,UNIT-46118,BATCH-2025-03232,2,Camera focus failed,Critical,Equipment calibration drift,2025-06-30
DEF-00801,UNIT-14299,BATCH-2026-01000,3,Speaker distortion,Low,Environmental exposure,2026-08-06
DEF-00802,UNIT-43192,BATCH-2025-03027,5,Color calibration issue,Medium,Material defect,2025-02-21
DEF-00803,UNIT-12273,BATCH-2025-00857,2,Camera focus failed,Medium,Material defect,2025-04-04
DEF-00804,UNIT-14065,BATCH-2026-00984,8,Final assembly defect,High,Environmental exposure,2026-08-17
DEF-00805,UNIT-36574,BATCH-2025-02556,2,Camera focus failed,Low,Equipment calibration drift,2025-02-23
DEF-00806,UNIT-47087,BATCH-2024-03297,3,Low volume output,Low,Material defect,2024-11-20
DEF-00807,UNIT-02335,BATCH-2025-00162,2,Lens scratch,Medium,Handling damage,2025-02-25
DEF-00808,UNIT-39488,BATCH-2025-02764,6,Port instability,Low,Material defect,2025-02-17
DEF-00809,UNIT-37244,BATCH-2025-02604,2,Sensor calibration drift,Medium,Process variation,2025-03-12
DEF-00810,UNIT-10530,BATCH-2025-00734,4,Battery not detected,Low,Packaging error,2025-12-13
DEF-00811,UNIT-07214,BATCH-2025-00500,3,Audio clipping,Low,Environmental exposure,2025-06-11
DEF-00812,UNIT-40345,BATCH-2026-02825,4,Charging instability,Medium,Equipment calibration drift,2026-03-01
DEF-00813,UNIT-15955,BATCH-2026-01115,7,Thermal runaway risk,Low,Supplier quality issue,2026-03-19
DEF-00814,UNIT-31306,BATCH-2024-02191,3,Audio clipping,Medium,Process variation,2025-01-17
DEF-00815,UNIT-08554,BATCH-2025-00593,5,Color calibration issue,Medium,Handling damage,2025-01-29
DEF-00816,UNIT-15694,BATCH-2025-01098,4,Charging instability,Critical,Packaging error,2025-06-09
DEF-00817,UNIT-05763,BATCH-2026-00398,5,Color calibration issue,High,Packaging error,2026-08-23
DEF-00818,UNIT-06075,BATCH-2025-00418,2,Lens scratch,High,Material defect,2025-09-02
DEF-00819,UNIT-37237,BATCH-2026-02603,2,Sensor calibration drift,Low,Handling damage,2026-02-25
DEF-00820,UNIT-13750,BATCH-2025-00964,8,Packaging damage,Medium,Material defect,2025-03-19
DEF-00821,UNIT-39044,BATCH-2025-02734,6,Port instability,High,Investigation pending,2025-05-14
DEF-00822,UNIT-05446,BATCH-2025-00374,4,Charging instability,Medium,Packaging error,2025-07-15
DEF-00823,UNIT-26090,BATCH-2024-01824,4,Charging instability,Medium,Equipment calibration drift,2024-11-28
DEF-00824,UNIT-29961,BATCH-2026-02097,1,Short circuit,High,Supplier quality issue,2026-07-31
DEF-00825,UNIT-17962,BATCH-2026-01255,7,Fan failure,High,Investigation pending,2026-07-12
DEF-00826,UNIT-47957,BATCH-2026-03357,8,Packaging damage,Medium,Environmental exposure,2026-04-10
DEF-00827,UNIT-33243,BATCH-2025-02324,8,Ingress issue,Low,Investigation pending,2025-08-22
DEF-00828,UNIT-26618,BATCH-2026-01860,7,Overheating,High,Environmental exposure,2026-08-28
DEF-00829,UNIT-04107,BATCH-2025-00282,1,Short circuit,High,Process variation,2025-06-30
DEF-00830,UNIT-25854,BATCH-2026-01806,7,Thermal runaway risk,Medium,Handling damage,2026-03-29
DEF-00831,UNIT-15120,BATCH-2025-01059,7,Fan failure,Medium,Process variation,2025-12-28
DEF-00832,UNIT-07888,BATCH-2024-00547,4,Charging instability,Medium,Handling damage,2024-10-15
DEF-00833,UNIT-27497,BATCH-2025-01923,7,Fan failure,High,Environmental exposure,2025-11-22
DEF-00834,UNIT-23540,BATCH-2026-01648,3,Speaker distortion,Medium,Handling damage,2026-08-31
DEF-00835,UNIT-47355,BATCH-2024-03315,2,Lens scratch,High,Equipment calibration drift,2024-10-10
DEF-00836,UNIT-01602,BATCH-2025-00112,6,Signal interference,High,Investigation pending,2025-12-22
DEF-00837,UNIT-48170,BATCH-2024-03371,6,Connectivity drop,High,Supplier quality issue,2024-12-25
DEF-00838,UNIT-37479,BATCH-2025-02620,2,Lens scratch,Medium,Packaging error,2025-08-13
DEF-00839,UNIT-10548,BATCH-2025-00735,1,Power fluctuation,High,Packaging error,2025-05-05
DEF-00840,UNIT-04868,BATCH-2025-00335,1,Short circuit,High,Process variation,2025-06-23
DEF-00841,UNIT-30382,BATCH-2025-02127,1,Short circuit,Low,Supplier quality issue,2025-01-24
DEF-00842,UNIT-05311,BATCH-2024-00365,6,Signal interference,Low,Supplier quality issue,2024-11-01
DEF-00843,UNIT-32014,BATCH-2025-02239,5,Screen artifact,Low,Supplier quality issue,2025-07-14
DEF-00844,UNIT-40787,BATCH-2025-02857,4,Battery not detected,Medium,Material defect,2025-11-20
DEF-00845,UNIT-25248,BATCH-2026-01765,5,Dead pixel,High,Environmental exposure,2026-09-06
DEF-00846,UNIT-07352,BATCH-2025-00509,2,Lens scratch,Medium,Process variation,2025-08-21
DEF-00847,UNIT-08216,BATCH-2024-00569,1,Connector misalignment,Medium,Material defect,2025-01-09
DEF-00848,UNIT-20951,BATCH-2026-01464,3,Speaker distortion,Medium,Process variation,2026-03-07
DEF-00849,UNIT-31956,BATCH-2025-02235,2,Sensor calibration drift,Medium,Handling damage,2025-10-14
DEF-00850,UNIT-38832,BATCH-2025-02718,4,Battery not detected,Medium,Investigation pending,2025-07-16
DEF-00851,UNIT-46791,BATCH-2024-03277,2,Sensor calibration drift,High,Investigation pending,2024-11-25
DEF-00852,UNIT-40714,BATCH-2026-02852,3,Audio clipping,Medium,Equipment calibration drift,2026-02-10
DEF-00853,UNIT-48294,BATCH-2025-03380,5,Color calibration issue,Medium,Packaging error,2025-10-17
DEF-00854,UNIT-11142,BATCH-2025-00777,2,Lens scratch,High,Packaging error,2025-08-29
DEF-00855,UNIT-33828,BATCH-2025-02364,5,Screen artifact,High,Process variation,2025-10-30
DEF-00856,UNIT-33683,BATCH-2025-02354,7,Overheating,High,Process variation,2025-05-19
DEF-00857,UNIT-20967,BATCH-2025-01465,5,Color calibration issue,Medium,Investigation pending,2025-03-30
DEF-00858,UNIT-14334,BATCH-2026-01003,4,Cell imbalance,Critical,Supplier quality issue,2026-02-04
DEF-00859,UNIT-06081,BATCH-2024-00419,3,Low volume output,Medium,Handling damage,2024-12-30
DEF-00860,UNIT-48192,BATCH-2025-03373,2,Sensor calibration drift,Medium,Packaging error,2025-03-24
DEF-00861,UNIT-49808,BATCH-2025-03482,2,Camera focus failed,High,Equipment calibration drift,2025-03-26
DEF-00862,UNIT-48527,BATCH-2025-03395,5,Screen artifact,High,Handling damage,2025-07-14
DEF-00863,UNIT-33783,BATCH-2025-02361,3,Low volume output,Medium,Handling damage,2025-10-06
DEF-00864,UNIT-05040,BATCH-2025-00346,7,Overheating,Low,Environmental exposure,2025-02-03
DEF-00865,UNIT-31183,BATCH-2025-02183,7,Thermal runaway risk,High,Equipment calibration drift,2025-10-19
DEF-00866,UNIT-38140,BATCH-2025-02667,6,Port instability,Medium,Environmental exposure,2025-10-07
DEF-00867,UNIT-32746,BATCH-2025-02288,3,Audio clipping,Low,Handling damage,2025-03-21
DEF-00868,UNIT-28263,BATCH-2025-01976,4,Cell imbalance,Critical,Equipment calibration drift,2025-06-03
DEF-00869,UNIT-00371,BATCH-2025-00026,7,Fan failure,Low,Environmental exposure,2025-07-06
DEF-00870,UNIT-10494,BATCH-2025-00731,8,Ingress issue,Medium,Supplier quality issue,2025-12-30
DEF-00871,UNIT-10957,BATCH-2025-00764,2,Camera focus failed,Medium,Investigation pending,2025-03-30
DEF-00872,UNIT-27832,BATCH-2026-01946,5,Color calibration issue,Low,Handling damage,2026-09-23
DEF-00873,UNIT-44559,BATCH-2025-03121,4,Battery not detected,Low,Investigation pending,2025-07-05
DEF-00874,UNIT-18400,BATCH-2024-01287,1,Connector misalignment,High,Packaging error,2024-12-21
DEF-00875,UNIT-27434,BATCH-2025-01918,2,Camera focus failed,Low,Equipment calibration drift,2025-12-02
DEF-00876,UNIT-35392,BATCH-2026-02474,7,Fan failure,High,Material defect,2026-10-09
DEF-00877,UNIT-30068,BATCH-2025-02105,3,Audio clipping,Low,Process variation,2025-12-27
DEF-00878,UNIT-45370,BATCH-2026-03179,3,Speaker distortion,Low,Material defect,2026-03-26
DEF-00879,UNIT-39568,BATCH-2025-02770,2,Sensor calibration drift,High,Packaging error,2025-12-24
DEF-00880,UNIT-30537,BATCH-2025-02136,8,Final assembly defect,Medium,Process variation,2025-02-24
DEF-00881,UNIT-31821,BATCH-2026-02226,8,Final assembly defect,Medium,Handling damage,2026-05-04
DEF-00882,UNIT-23117,BATCH-2026-01618,1,Short circuit,High,Investigation pending,2026-07-28
DEF-00883,UNIT-31697,BATCH-2025-02218,7,Fan failure,Medium,Investigation pending,2025-06-11
DEF-00884,UNIT-36857,BATCH-2025-02575,2,Sensor calibration drift,Medium,Material defect,2025-09-22
DEF-00885,UNIT-11612,BATCH-2025-00810,7,Fan failure,Medium,Supplier quality issue,2025-11-08
DEF-00886,UNIT-24560,BATCH-2025-01719,4,Charging instability,Low,Packaging error,2025-06-06
DEF-00887,UNIT-45993,BATCH-2026-03223,6,Port instability,Medium,Supplier quality issue,2026-06-08
DEF-00888,UNIT-31226,BATCH-2026-02186,2,Sensor calibration drift,Low,Investigation pending,2026-05-14
DEF-00889,UNIT-22268,BATCH-2025-01558,1,Power fluctuation,High,Environmental exposure,2025-11-06
DEF-00890,UNIT-04100,BATCH-2025-00282,2,Camera focus failed,High,Environmental exposure,2025-06-26
DEF-00891,UNIT-10346,BATCH-2025-00721,5,Screen artifact,Critical,Material defect,2025-08-10
DEF-00892,UNIT-42378,BATCH-2024-02970,8,Ingress issue,Medium,Packaging error,2025-01-26
DEF-00893,UNIT-26810,BATCH-2025-01874,6,Connectivity drop,Low,Supplier quality issue,2025-09-10
DEF-00894,UNIT-05506,BATCH-2026-00378,2,Sensor calibration drift,Medium,Investigation pending,2026-06-06
DEF-00895,UNIT-01135,BATCH-2024-00080,1,Short circuit,Medium,Investigation pending,2025-01-14
DEF-00896,UNIT-35089,BATCH-2025-02454,3,Speaker distortion,High,Investigation pending,2025-07-25
DEF-00897,UNIT-37951,BATCH-2025-02654,5,Color calibration issue,High,Equipment calibration drift,2025-10-31
DEF-00898,UNIT-28503,BATCH-2026-01993,7,Thermal runaway risk,Medium,Equipment calibration drift,2026-07-22
DEF-00899,UNIT-48184,BATCH-2026-03372,8,Final assembly defect,Low,Equipment calibration drift,2026-04-29
DEF-00900,UNIT-32693,BATCH-2025-02284,7,Fan failure,Low,Packaging error,2025-01-26
DEF-00901,UNIT-25093,BATCH-2025-01756,1,Short circuit,Low,Supplier quality issue,2025-08-05
DEF-00902,UNIT-06131,BATCH-2025-00422,7,Overheating,High,Handling damage,2026-01-12
DEF-00903,UNIT-14563,BATCH-2025-01019,4,Battery not detected,Low,Supplier quality issue,2025-02-09
DEF-00904,UNIT-48491,BATCH-2024-03393,6,Port instability,Low,Investigation pending,2025-01-08
DEF-00905,UNIT-40321,BATCH-2024-02823,5,Dead pixel,Low,Equipment calibration drift,2024-10-12
DEF-00906,UNIT-26988,BATCH-2024-01887,1,Short circuit,Low,Process variation,2024-11-25
DEF-00907,UNIT-40473,BATCH-2026-02834,3,Speaker distortion,Medium,Packaging error,2026-09-18
DEF-00908,UNIT-11002,BATCH-2025-00767,1,Power fluctuation,Medium,Supplier quality issue,2026-01-09
DEF-00909,UNIT-43253,BATCH-2025-03031,2,Sensor calibration drift,Medium,Equipment calibration drift,2025-01-21
DEF-00910,UNIT-33232,BATCH-2026-02323,7,Thermal runaway risk,High,Supplier quality issue,2026-08-21
DEF-00911,UNIT-35810,BATCH-2026-02502,1,Power fluctuation,High,Environmental exposure,2026-03-01
DEF-00912,UNIT-22630,BATCH-2026-01584,5,Dead pixel,Medium,Handling damage,2026-02-15
DEF-00913,UNIT-40115,BATCH-2025-02807,7,Overheating,High,Process variation,2025-12-21
DEF-00914,UNIT-24879,BATCH-2024-01740,5,Dead pixel,Low,Process variation,2024-11-01
DEF-00915,UNIT-19446,BATCH-2025-01359,1,Power fluctuation,Medium,Material defect,2025-12-18
DEF-00916,UNIT-25214,BATCH-2024-01763,2,Sensor calibration drift,Medium,Supplier quality issue,2024-12-04
DEF-00917,UNIT-03618,BATCH-2025-00250,4,Battery not detected,Medium,Supplier quality issue,2025-06-29
DEF-00918,UNIT-14059,BATCH-2026-00984,6,Port instability,Medium,Equipment calibration drift,2026-08-25
DEF-00919,UNIT-03285,BATCH-2025-00227,8,Final assembly defect,Medium,Investigation pending,2025-04-10
DEF-00920,UNIT-01699,BATCH-2026-00119,1,Connector misalignment,Critical,Equipment calibration drift,2026-06-07
DEF-00921,UNIT-16549,BATCH-2025-01159,7,Thermal runaway risk,High,Investigation pending,2025-11-13
DEF-00922,UNIT-32713,BATCH-2025-02285,3,Audio clipping,High,Equipment calibration drift,2025-06-16
DEF-00923,UNIT-47581,BATCH-2025-03331,4,Charging instability,Critical,Handling damage,2025-11-29
DEF-00924,UNIT-06251,BATCH-2024-00431,1,Connector misalignment,Medium,Packaging error,2024-10-09
DEF-00925,UNIT-11436,BATCH-2026-00798,2,Sensor calibration drift,High,Investigation pending,2026-02-07
DEF-00926,UNIT-31624,BATCH-2025-02213,5,Dead pixel,Low,Environmental exposure,2025-03-13
DEF-00927,UNIT-02447,BATCH-2026-00170,2,Camera focus failed,Medium,Packaging error,2026-06-14
DEF-00928,UNIT-06066,BATCH-2025-00418,2,Camera focus failed,High,Investigation pending,2025-08-30
DEF-00929,UNIT-00152,BATCH-2026-00011,6,Connectivity drop,Medium,Environmental exposure,2026-09-04
DEF-00930,UNIT-25302,BATCH-2026-01769,6,Signal interference,Critical,Handling damage,2026-06-19
DEF-00931,UNIT-15595,BATCH-2025-01091,6,Port instability,Medium,Packaging error,2025-04-14
DEF-00932,UNIT-28348,BATCH-2025-01982,2,Sensor calibration drift,Low,Process variation,2025-09-07
DEF-00933,UNIT-27158,BATCH-2026-01899,3,Speaker distortion,High,Supplier quality issue,2026-01-19
DEF-00934,UNIT-05545,BATCH-2024-00381,8,Ingress issue,Medium,Environmental exposure,2024-11-09
DEF-00935,UNIT-14185,BATCH-2025-00992,4,Battery not detected,Medium,Investigation pending,2025-07-29
DEF-00936,UNIT-10786,BATCH-2026-00752,3,Audio clipping,Medium,Environmental exposure,2026-06-26
DEF-00937,UNIT-06851,BATCH-2024-00473,1,Connector misalignment,High,Process variation,2024-12-06
DEF-00938,UNIT-40339,BATCH-2026-02825,8,Final assembly defect,Medium,Investigation pending,2026-02-26
DEF-00939,UNIT-41612,BATCH-2026-02914,8,Final assembly defect,High,Supplier quality issue,2026-05-04
DEF-00940,UNIT-46305,BATCH-2024-03244,7,Thermal runaway risk,Medium,Equipment calibration drift,2024-10-21
DEF-00941,UNIT-19958,BATCH-2026-01395,4,Cell imbalance,Low,Supplier quality issue,2026-01-27
DEF-00942,UNIT-18144,BATCH-2025-01268,5,Dead pixel,Medium,Environmental exposure,2025-07-13
DEF-00943,UNIT-03321,BATCH-2025-00229,7,Thermal runaway risk,Critical,Investigation pending,2025-03-28
DEF-00944,UNIT-07453,BATCH-2025-00518,3,Speaker distortion,Medium,Investigation pending,2025-11-16
DEF-00945,UNIT-08513,BATCH-2025-00590,6,Connectivity drop,Low,Process variation,2025-12-20
DEF-00946,UNIT-03467,BATCH-2025-00239,5,Color calibration issue,Low,Investigation pending,2025-07-28
DEF-00947,UNIT-21949,BATCH-2025-01536,7,Overheating,Low,Material defect,2025-06-18
DEF-00948,UNIT-44108,BATCH-2026-03090,7,Fan failure,Low,Process variation,2026-07-15
DEF-00949,UNIT-03477,BATCH-2025-00239,1,Short circuit,Medium,Process variation,2025-07-31
DEF-00950,UNIT-37460,BATCH-2026-02619,6,Port instability,High,Investigation pending,2026-04-19
DEF-00951,UNIT-22525,BATCH-2025-01576,5,Screen artifact,Medium,Material defect,2025-04-20
DEF-00952,UNIT-40075,BATCH-2025-02804,3,Low volume output,High,Equipment calibration drift,2025-12-07
DEF-00953,UNIT-36080,BATCH-2025-02522,2,Sensor calibration drift,High,Supplier quality issue,2025-05-06
DEF-00954,UNIT-14142,BATCH-2025-00990,8,Final assembly defect,High,Handling damage,2025-08-10
DEF-00955,UNIT-34013,BATCH-2025-02377,5,Screen artifact,High,Process variation,2025-06-20
DEF-00956,UNIT-23301,BATCH-2025-01632,2,Sensor calibration drift,High,Environmental exposure,2026-01-18
DEF-00957,UNIT-37186,BATCH-2025-02600,3,Low volume output,High,Process variation,2025-12-07
DEF-00958,UNIT-21097,BATCH-2025-01475,2,Sensor calibration drift,Medium,Material defect,2025-11-21
